"Home","Score","Away","Score"
"NYY",6,"HOU",5
"BAL",2,"WSN",3
"CLE",7,"CHW",3
"LAD",5,"PHI",4
"KCR",5,"MIN",8
"ATL",5,"NYM",8
"COL",6,"SFG",5
"SEA",2,"TEX",1
"SDP",2,"FLA",7
"ARI",12,"CIN",5
"OAK",0,"TBD",1
"CLE",9,"CHW",6
"MIL",8,"STL",3
"PIT",0,"CHC",7
"DET",9,"ANA",3
"ATL",4,"NYM",3
"BOS",8,"TOR",3
"BAL",0,"WSN",6
"NYY",1,"HOU",5
"CHC",8,"SFG",3
"SEA",3,"MIN",1
"LAD",6,"SDP",1
"OAK",2,"ARI",1
"COL",8,"CIN",2
"TEX",3,"KCR",5
"MIL",8,"NYM",7
"PIT",4,"STL",6
"PHI",3,"TOR",5
"TBD",8,"BAL",3
"FLA",2,"WSN",5
"DET",3,"CHW",2
"CLE",10,"HOU",9
"NYY",3,"ANA",1
"BOS",1,"ATL",7
"SEA",4,"MIN",3
"LAD",5,"SDP",7
"COL",5,"CIN",6
"NYY",4,"ANA",11
"CLE",8,"HOU",6
"CHC",4,"SFG",5
"TBD",5,"BAL",1
"MIL",17,"NYM",6
"FLA",1,"WSN",4
"DET",4,"CHW",8
"TEX",4,"KCR",3
"PIT",1,"STL",4
"PHI",2,"TOR",1
"OAK",3,"ARI",0
"BOS",8,"ATL",6
"SEA",2,"MIN",1
"LAD",4,"SDP",1
"OAK",1,"ARI",7
"COL",5,"CIN",4
"MIL",4,"NYM",3
"TEX",8,"KCR",4
"TBD",0,"BAL",2
"FLA",5,"WSN",9
"DET",5,"CHW",4
"CLE",2,"HOU",11
"BOS",6,"ATL",2
"PIT",8,"STL",1
"PHI",5,"TOR",6
"NYY",2,"ANA",1
"CHC",6,"SFG",2
"MIL",0,"NYM",5
"TEX",2,"KCR",8
"TBD",6,"BOS",3
"CLE",2,"HOU",8
"OAK",4,"SEA",3
"CHW",3,"BAL",9
"TOR",1,"ANA",8
"CIN",5,"PIT",4
"LAD",3,"COL",0
"OAK",0,"SEA",1
"CHW",11,"BAL",1
"CHC",0,"CLE",1
"TBD",1,"BOS",4
"NYM",1,"FLA",2
"CIN",4,"PIT",5
"TOR",4,"ANA",5
"TEX",12,"NYY",10
"PHI",4,"ATL",0
"WSN",1,"SDP",3
"HOU",4,"SFG",1
"STL",2,"KCR",5
"MIN",1,"DET",4
"MIL",9,"ARI",2
"OAK",2,"SEA",3
"LAD",5,"COL",3
"STL",1,"KCR",5
"MIN",6,"DET",0
"HOU",11,"SFG",2
"CHW",3,"BAL",2
"TEX",6,"NYY",4
"MIL",1,"ARI",0
"TBD",2,"BOS",4
"NYM",1,"FLA",5
"CIN",7,"PIT",2
"TOR",5,"ANA",3
"WSN",2,"SDP",1
"PHI",1,"ATL",3
"CHC",1,"CLE",10
"LAD",1,"COL",2
"STL",6,"KCR",0
"MIN",4,"DET",2
"CHW",2,"BAL",3
"TEX",5,"NYY",10
"MIL",4,"ARI",2
"NYM",2,"FLA",0
"WSN",10,"SDP",2
"PHI",3,"ATL",0
"HOU",3,"CLE",1
"SEA",3,"DET",2
"ANA",5,"TBD",2
"SFG",9,"COL",5
"STL",5,"PHI",1
"KCR",1,"NYY",10
"MIN",3,"MIL",1
"CHW",3,"TEX",0
"WSN",2,"LAD",7
"PIT",5,"SDP",8
"ATL",10,"FLA",9
"NYM",4,"ARI",1
"CIN",1,"CHC",6
"TOR",2,"OAK",9
"BOS",5,"BAL",0
"SEA",7,"DET",2
"ANA",3,"TBD",5
"WSN",4,"LAD",5
"KCR",3,"NYY",8
"NYM",5,"ARI",4
"MIN",4,"MIL",5
"CIN",0,"CHC",10
"CHW",5,"TEX",3
"BOS",6,"BAL",3
"ATL",8,"FLA",1
"PIT",2,"SDP",6
"HOU",4,"CLE",5
"SFG",9,"COL",4
"STL",6,"PHI",7
"WSN",1,"LAD",4
"CIN",5,"CHC",4
"TOR",4,"OAK",5
"SFG",1,"COL",6
"SEA",5,"DET",4
"ANA",3,"TBD",8
"STL",12,"PHI",4
"KCR",5,"NYY",2
"MIN",3,"MIL",8
"HOU",4,"CLE",1
"CHW",5,"TEX",12
"ATL",0,"FLA",2
"NYM",3,"ARI",1
"CIN",1,"CHC",8
"BOS",4,"BAL",7
"TOR",1,"OAK",3
"PIT",2,"SDP",3
"SFG",3,"COL",5
"SEA",2,"DET",3
"ANA",1,"TBD",7
"CHW",4,"TEX",2
"STL",2,"PHI",6
"BOS",6,"BAL",2
"TOR",5,"OAK",10
"PIT",5,"SDP",4
"FLA",0,"LAD",7
"ANA",0,"HOU",2
"ATL",4,"CHC",1
"FLA",6,"LAD",5
"BOS",6,"OAK",4
"SFG",3,"CIN",6
"SEA",1,"TEX",5
"ARI",2,"MIL",8
"KCR",3,"TBD",5
"NYM",1,"TOR",12
"MIN",5,"STL",7
"DET",0,"CLE",6
"PIT",3,"CHW",2
"BAL",1,"PHI",4
"SFG",5,"CIN",3
"SEA",9,"TEX",8
"ANA",3,"HOU",5
"ARI",2,"MIL",1
"KCR",5,"TBD",6
"MIN",4,"STL",1
"ATL",2,"CHC",3
"NYM",12,"TOR",2
"FLA",4,"LAD",2
"DET",9,"CLE",8
"BOS",3,"OAK",5
"WSN",5,"NYY",3
"PIT",7,"CHW",0
"SDP",4,"COL",0
"SFG",10,"CIN",7
"SDP",4,"COL",6
"ANA",2,"HOU",1
"ARI",2,"MIL",7
"MIN",0,"SEA",1
"DET",6,"CLE",3
"BOS",5,"OAK",6
"KCR",1,"TBD",2
"CHC",5,"ATL",6
"ARI",4,"WSN",6
"SDP",5,"STL",3
"LAD",3,"CIN",5
"ANA",2,"MIN",1
"COL",3,"MIL",7
"CHC",3,"CHW",5
"HOU",6,"TEX",1
"PIT",0,"SFG",5
"PHI",4,"NYM",2
"FLA",3,"ATL",4
"DET",5,"SEA",4
"CLE",11,"KCR",2
"TOR",3,"BOS",5
"NYY",6,"OAK",2
"BAL",17,"TBD",1
"LAD",3,"CIN",5
"ANA",3,"MIN",5
"SDP",2,"STL",1
"COL",4,"MIL",0
"DET",5,"SEA",9
"HOU",6,"TEX",1
"FLA",5,"ATL",10
"PIT",6,"SFG",5
"BAL",3,"TBD",10
"DET",4,"SEA",3
"CLE",6,"KCR",2
"TOR",2,"BOS",5
"ARI",1,"WSN",2
"BAL",6,"TBD",3
"CHC",8,"CHW",4
"NYY",7,"OAK",6
"SDP",5,"STL",9
"LAD",2,"CIN",6
"ANA",4,"MIN",5
"ARI",1,"WSN",3
"COL",10,"MIL",11
"HOU",0,"TEX",1
"FLA",6,"ATL",3
"CLE",9,"KCR",10
"TOR",5,"BOS",3
"PIT",11,"SFG",2
"PHI",1,"NYM",3
"NYY",5,"OAK",10
"BAL",9,"TBD",4
"CHC",11,"CHW",2
"SDP",1,"STL",2
"LAD",1,"CIN",4
"ANA",7,"MIN",4
"ARI",1,"WSN",2
"COL",2,"MIL",5
"FLA",2,"ATL",9
"TOR",3,"SEA",9
"NYY",4,"BOS",5
"BAL",11,"KCR",6
"PHI",6,"SFG",3
"LAD",6,"ARI",3
"SDP",2,"WSN",1
"TBD",2,"ATL",5
"TOR",5,"SEA",2
"PHI",11,"SFG",3
"BAL",5,"KCR",3
"NYY",9,"BOS",6
"OAK",1,"HOU",4
"COL",0,"ANA",8
"CHC",13,"FLA",4
"CHW",5,"PIT",6
"TEX",5,"DET",4
"MIL",2,"CLE",6
"CIN",2,"NYM",1
"SDP",0,"WSN",4
"LAD",5,"ARI",8
"OAK",2,"HOU",4
"COL",4,"ANA",2
"CHW",6,"PIT",10
"TEX",4,"DET",7
"CHC",4,"FLA",3
"MIL",3,"CLE",2
"TBD",0,"ATL",1
"CIN",7,"NYM",2
"TOR",0,"SEA",5
"PHI",4,"SFG",2
"NYY",3,"BOS",2
"BAL",7,"KCR",15
"STL",1,"MIN",7
"SDP",5,"WSN",8
"OAK",2,"HOU",16
"TEX",7,"DET",6
"CHC",14,"FLA",2
"STL",0,"MIN",6
"CIN",6,"NYM",7
"PHI",11,"SFG",0
"STL",4,"CHC",3
"SEA",2,"ANA",8
"CIN",5,"FLA",8
"ARI",3,"HOU",1
"OAK",2,"BAL",1
"SDP",3,"LAD",0
"TEX",1,"BOS",6
"KCR",4,"DET",2
"MIL",0,"PIT",9
"CHW",3,"MIN",5
"WSN",5,"PHI",4
"ATL",3,"SFG",4
"TBD",1,"TOR",2
"NYM",2,"COL",3
"NYY",7,"CLE",4
"SEA",9,"ANA",8
"OAK",2,"BAL",0
"ARI",4,"HOU",3
"TEX",5,"BOS",6
"SDP",7,"LAD",4
"NYM",0,"COL",2
"MIL",5,"PIT",3
"CIN",0,"FLA",6
"CHW",4,"MIN",8
"ATL",2,"SFG",11
"TBD",5,"TOR",3
"KCR",2,"DET",3
"WSN",1,"PHI",3
"STL",8,"CHC",6
"NYY",5,"CLE",2
"SEA",0,"ANA",5
"OAK",6,"BAL",4
"ARI",0,"HOU",8
"SDP",0,"LAD",4
"STL",3,"CHC",2
"KCR",4,"DET",2
"MIL",4,"PIT",6
"CHW",4,"MIN",6
"TEX",1,"BOS",5
"ATL",4,"SFG",9
"TBD",6,"TOR",2
"NYM",7,"COL",8
"CIN",4,"FLA",1
"WSN",7,"PHI",3
"NYY",7,"CLE",6
"SEA",4,"OAK",1
"ANA",12,"BAL",3
"CLE",13,"TOR",4
"CHW",6,"MIN",5
"TEX",11,"BOS",5
"ARI",2,"LAD",5
"KCR",10,"DET",6
"HOU",5,"NYY",6
"NYM",0,"ATL",11
"CLE",11,"TOR",13
"WSN",3,"PIT",1
"SEA",2,"OAK",3
"ANA",10,"BAL",7
"ARI",1,"LAD",2
"HOU",0,"NYY",4
"NYM",0,"ATL",7
"FLA",0,"PHI",6
"CIN",1,"MIL",3
"WSN",9,"PIT",3
"SFG",9,"SDP",4
"CHC",2,"COL",11
"STL",3,"CHW",2
"MIN",4,"TOR",0
"DET",3,"TBD",2
"CLE",12,"TEX",4
"BOS",5,"KCR",4
"SFG",2,"SDP",3
"SEA",6,"OAK",3
"ANA",3,"BAL",2
"ARI",4,"LAD",3
"STL",3,"CHW",2
"MIN",4,"TOR",7
"HOU",0,"NYY",4
"CHC",1,"COL",3
"NYM",2,"ATL",3
"FLA",2,"PHI",1
"DET",2,"TBD",1
"CIN",6,"MIL",7
"BOS",6,"KCR",7
"WSN",12,"PIT",4
"CLE",6,"TEX",8
"SFG",6,"SDP",5
"ARI",8,"LAD",5
"MIN",5,"TOR",7
"HOU",2,"NYY",1
"FLA",8,"PHI",4
"DET",2,"TBD",3
"CIN",5,"MIL",6
"BOS",10,"KCR",6
"WSN",3,"PIT",2
"CHC",3,"COL",2
"CLE",7,"TEX",5
"ANA",1,"NYY",2
"SFG",4,"LAD",2
"SDP",2,"NYM",14
"CHC",2,"MIL",0
"KCR",5,"CHW",4
"MIN",2,"CIN",8
"HOU",8,"OAK",4
"WSN",3,"ARI",1
"PIT",5,"STL",0
"PHI",1,"ATL",10
"FLA",3,"COL",0
"CLE",4,"SEA",10
"TOR",7,"TEX",2
"BOS",4,"TBD",3
"BAL",5,"DET",3
"SFG",8,"LAD",3
"ANA",1,"NYY",11
"SDP",12,"NYM",2
"KCR",5,"CHW",2
"HOU",11,"OAK",0
"FLA",4,"COL",1
"PIT",6,"STL",2
"BAL",5,"DET",9
"PHI",1,"ATL",4
"CLE",4,"SEA",12
"TOR",4,"TEX",7
"WSN",3,"ARI",4
"SFG",6,"LAD",15
"BOS",6,"TBD",12
"CHC",3,"MIL",0
"KCR",0,"CHW",8
"MIN",3,"CIN",1
"SFG",6,"LAD",4
"SDP",1,"NYM",5
"ANA",3,"NYY",4
"KCR",4,"CHW",7
"MIN",9,"CIN",15
"HOU",1,"OAK",8
"FLA",0,"COL",1
"CLE",6,"SEA",5
"BOS",3,"TBD",4
"TOR",4,"TEX",6
"WSN",4,"ARI",5
"PIT",6,"STL",5
"PHI",7,"ATL",3
"BAL",6,"DET",0
"CHC",3,"MIL",2
"KCR",3,"CHW",6
"CHC",1,"MIL",0
"TOR",4,"BOS",5
"BAL",5,"TBD",9
"CLE",4,"SEA",5
"STL",4,"NYM",3
"PHI",2,"ARI",8
"NYY",4,"MIN",3
"PIT",1,"DET",0
"CIN",4,"ATL",7
"PIT",8,"DET",3
"STL",9,"NYM",1
"KCR",2,"MIL",6
"TEX",4,"OAK",2
"LAD",6,"FLA",8
"TOR",3,"BOS",4
"PHI",5,"ARI",3
"BAL",4,"TBD",8
"CLE",4,"CHC",1
"CIN",4,"ATL",5
"NYY",7,"MIN",4
"PIT",10,"DET",13
"SFG",2,"WSN",15
"COL",5,"SDP",2
"HOU",5,"ANA",2
"CHW",3,"SEA",4
"SFG",4,"WSN",3
"LAD",2,"FLA",3
"COL",8,"SDP",0
"STL",5,"NYM",6
"KCR",2,"MIL",5
"HOU",7,"ANA",8
"TEX",2,"OAK",3
"TOR",4,"BOS",3
"PHI",4,"ARI",8
"CIN",9,"ATL",7
"NYY",8,"MIN",3
"CLE",3,"CHC",10
"CHW",0,"SEA",1
"SFG",4,"WSN",2
"LAD",2,"FLA",1
"COL",5,"SDP",13
"HOU",0,"ANA",2
"CHW",10,"SEA",4
"TEX",4,"OAK",9
"BAL",1,"CLE",2
"NYY",14,"MIN",1
"CIN",10,"ATL",4
"LAD",4,"WSN",3
"ARI",4,"SDP",2
"ANA",2,"SFG",4
"OAK",4,"BOS",1
"COL",7,"CHC",9
"TEX",7,"SEA",4
"STL",9,"CIN",2
"MIL",4,"FLA",2
"CHW",1,"HOU",7
"PHI",3,"PIT",2
"TBD",8,"MIN",6
"DET",5,"KCR",8
"NYY",5,"TOR",1
"BAL",3,"CLE",7
"LAD",4,"WSN",0
"ANA",4,"SFG",3
"OAK",3,"BOS",0
"COL",5,"CHC",2
"ARI",6,"SDP",2
"TEX",7,"SEA",9
"MIL",6,"FLA",5
"CHW",1,"HOU",10
"ATL",4,"NYM",3
"TBD",10,"MIN",1
"PHI",6,"PIT",2
"BAL",0,"CLE",4
"STL",4,"CIN",3
"DET",12,"KCR",4
"NYY",9,"TOR",1
"LAD",2,"WSN",5
"ANA",1,"SFG",8
"OAK",3,"BOS",7
"ARI",1,"SDP",4
"COL",5,"CHC",16
"STL",4,"CIN",2
"MIL",8,"FLA",0
"CHW",0,"HOU",10
"TEX",2,"SEA",6
"ATL",3,"NYM",5
"TBD",8,"MIN",7
"DET",2,"KCR",3
"PHI",2,"PIT",1
"NYY",5,"TOR",8
"BAL",3,"CLE",1
"DET",3,"KCR",2
"ANA",2,"BOS",8
"ARI",3,"SFG",1
"MIL",12,"FLA",3
"ATL",12,"NYM",4
"PHI",7,"PIT",0
"NYY",4,"TOR",3
"SEA",2,"HOU",9
"CHC",8,"STL",5
"DET",13,"BAL",8
"SEA",1,"HOU",7
"SDP",4,"LAD",13
"ANA",0,"BOS",9
"ARI",3,"SFG",4
"ATL",7,"PHI",3
"NYM",11,"WSN",5
"MIN",2,"CLE",1
"TOR",15,"KCR",5
"OAK",12,"CHW",11
"MIL",2,"CIN",0
"TBD",4,"TEX",2
"DET",6,"BAL",5
"PIT",10,"COL",2
"SEA",1,"HOU",4
"SDP",3,"LAD",7
"ANA",1,"BOS",10
"OAK",10,"CHW",2
"ARI",1,"SFG",0
"CHC",3,"STL",5
"MIL",2,"CIN",0
"ATL",1,"PHI",5
"TBD",2,"TEX",7
"NYM",2,"WSN",5
"MIN",1,"CLE",6
"TOR",5,"KCR",4
"PIT",0,"COL",2
"DET",4,"BAL",2
"NYY",1,"FLA",9
"TOR",11,"KCR",3
"SEA",2,"HOU",1
"SDP",3,"LAD",10
"OAK",8,"CHW",1
"MIL",4,"CIN",10
"ATL",2,"PHI",1
"TBD",8,"TEX",4
"NYM",6,"WSN",8
"PIT",2,"COL",6
"NYY",12,"FLA",1
"HOU",1,"TEX",3
"SEA",1,"OAK",2
"SDP",10,"SFG",1
"LAD",7,"ARI",2
"WSN",5,"COL",6
"TBD",4,"PHI",10
"NYM",3,"MIL",2
"FLA",3,"PIT",7
"CIN",2,"STL",3
"BOS",3,"BAL",1
"SEA",10,"OAK",8
"LAD",1,"ARI",9
"SDP",5,"SFG",4
"KCR",3,"ANA",5
"NYM",1,"MIL",5
"FLA",0,"PIT",1
"TBD",4,"PHI",9
"HOU",5,"TEX",6
"CHC",14,"ATL",10
"CIN",1,"STL",6
"WSN",6,"COL",2
"BOS",10,"BAL",3
"SEA",7,"OAK",4
"SDP",5,"SFG",1
"LAD",7,"ARI",8
"KCR",4,"ANA",5
"HOU",3,"TEX",2
"TBD",1,"PHI",2
"NYM",6,"MIL",5
"FLA",7,"PIT",2
"DET",6,"NYY",8
"CLE",4,"TOR",8
"BOS",7,"BAL",3
"WSN",1,"COL",2
"CIN",3,"STL",5
"CHC",0,"ATL",4
"SDP",0,"SFG",7
"KCR",1,"ANA",7
"MIN",4,"CHW",0
"BOS",6,"NYY",3
"WSN",1,"COL",5
"CIN",4,"STL",13
"CLE",9,"DET",3
"CHC",1,"PIT",6
"LAD",6,"OAK",16
"TEX",2,"ANA",7
"CHC",13,"PIT",5
"FLA",1,"NYM",4
"BOS",7,"NYY",10
"PHI",4,"CIN",3
"BAL",5,"TOR",3
"CLE",5,"DET",1
"SFG",3,"ARI",7
"COL",6,"SDP",4
"KCR",2,"SEA",4
"CHW",2,"TBD",1
"STL",2,"MIL",3
"MIN",9,"HOU",8
"WSN",3,"ATL",5
"SFG",5,"ARI",4
"LAD",4,"OAK",0
"COL",2,"SDP",5
"STL",5,"MIL",3
"KCR",3,"SEA",8
"MIN",4,"HOU",1
"TEX",1,"ANA",11
"FLA",6,"NYM",8
"WSN",4,"ATL",1
"PHI",6,"CIN",1
"BAL",1,"TOR",2
"BOS",14,"NYY",1
"CLE",2,"DET",1
"CHC",5,"PIT",8
"CHW",5,"TBD",6
"SFG",1,"ARI",2
"COL",6,"SDP",7
"KCR",10,"SEA",0
"MIN",0,"HOU",2
"TEX",3,"ANA",8
"FLA",2,"NYM",4
"WSN",2,"ATL",0
"PHI",6,"CIN",5
"BAL",1,"TOR",7
"STL",4,"MIL",5
"CLE",2,"DET",0
"CHW",4,"TBD",5
"WSN",5,"NYM",6
"ANA",6,"OAK",1
"SFG",1,"LAD",2
"COL",0,"ATL",4
"TEX",4,"TOR",7
"STL",1,"ARI",4
"MIL",0,"CHC",3
"HOU",4,"SDP",1
"CHW",0,"DET",1
"PIT",5,"CIN",0
"PHI",3,"FLA",6
"CLE",3,"KCR",1
"NYY",7,"BAL",8
"BOS",8,"TBD",7
"ANA",3,"OAK",7
"COL",3,"ATL",2
"TEX",5,"TOR",1
"HOU",1,"SDP",0
"PIT",4,"CIN",7
"SFG",7,"LAD",5
"PHI",20,"FLA",1
"CLE",0,"KCR",1
"MIL",2,"CHC",5
"STL",5,"ARI",3
"MIN",4,"SEA",11
"CHW",1,"DET",6
"WSN",2,"NYM",3
"NYY",8,"BAL",3
"BOS",10,"TBD",3
"ANA",13,"OAK",9
"MIL",5,"CHC",4
"HOU",1,"SDP",4
"TEX",5,"TOR",8
"PIT",14,"CIN",3
"NYY",3,"BAL",7
"COL",3,"ATL",8
"CLE",3,"KCR",2
"MIL",0,"CHC",8
"STL",1,"ARI",3
"PIT",5,"CIN",2
"NYY",2,"BAL",5
"MIN",4,"SEA",2
"CHW",7,"DET",9
"SDP",1,"COL",3
"OAK",3,"TEX",6
"PHI",5,"FLA",0
"BOS",3,"TBD",2
"WSN",2,"NYM",8
"SDP",2,"COL",5
"OAK",6,"TEX",2
"MIL",0,"STL",6
"SFG",10,"SEA",1
"TOR",3,"CHW",4
"PIT",3,"MIN",7
"ANA",3,"CLE",2
"ARI",3,"LAD",0
"HOU",3,"BAL",2
"NYM",4,"PHI",2
"NYY",7,"TBD",2
"ATL",7,"WSN",1
"SDP",8,"COL",4
"OAK",1,"TEX",4
"ANA",13,"CLE",2
"ARI",6,"LAD",1
"HOU",10,"BAL",6
"MIL",5,"STL",4
"ATL",13,"WSN",6
"NYM",2,"PHI",0
"TOR",14,"CHW",5
"FLA",2,"BOS",4
"SFG",4,"SEA",6
"NYY",11,"TBD",4
"DET",0,"KCR",1
"SDP",4,"COL",7
"ANA",0,"CLE",6
"OAK",3,"TEX",1
"ARI",8,"LAD",7
"ATL",1,"WSN",8
"FLA",3,"BOS",7
"TOR",4,"CHW",2
"HOU",6,"BAL",1
"CIN",1,"CHC",0
"MIL",4,"STL",8
"DET",6,"KCR",1
"PIT",5,"MIN",4
"LAD",9,"SFG",0
"DET",6,"PIT",8
"SEA",5,"CLE",4
"CIN",5,"WSN",6
"OAK",4,"ANA",7
"TEX",2,"HOU",8
"TBD",1,"BOS",2
"NYM",1,"STL",5
"FLA",6,"CHC",0
"DET",0,"PIT",1
"TOR",7,"NYY",4
"BAL",0,"MIN",7
"LAD",5,"SFG",0
"SDP",3,"MIL",7
"ARI",1,"COL",2
"KCR",3,"CHW",4
"FLA",6,"CHC",10
"ATL",15,"PHI",2
"BAL",2,"MIN",6
"TBD",2,"BOS",3
"SEA",5,"CLE",6
"TOR",5,"NYY",3
"TEX",3,"HOU",9
"OAK",3,"ANA",8
"CIN",7,"WSN",13
"NYM",6,"STL",2
"OAK",1,"ANA",2
"SDP",6,"MIL",8
"LAD",0,"SFG",1
"ARI",9,"COL",8
"TEX",5,"HOU",1
"ATL",4,"PHI",5
"TBD",0,"BOS",1
"FLA",2,"CHC",1
"TOR",2,"NYY",4
"CIN",0,"WSN",2
"DET",10,"PIT",13
"ARI",8,"COL",2
"SEA",2,"CLE",1
"LAD",0,"SFG",1
"KCR",7,"CHW",14
"SDP",1,"MIL",2
"ATL",8,"PHI",5
"OAK",6,"ANA",5
"TBD",6,"BOS",4
"TOR",1,"NYY",6
"TEX",1,"HOU",4
"BAL",3,"MIN",2
"NYM",9,"STL",4
"FLA",4,"CHC",8
